"Year","County.ANSI","County","Commodity","Data.Item","Value","County.FIPS"
1985,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3894800,"04027"
1985,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",508100,"04027"
1985,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",3386700,"04027"
1984,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2084400,"04013"
1984,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",228700,"04013"
1984,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",360000,"04013"
1984,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4720300,"04013"
1984,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",3110800,"04013"
1984,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1609500,"04013"
1984,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1862200,"04021"
1984,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",56800,"04021"
1984,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",232500,"04021"
1984,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2659900,"04021"
1984,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2301000,"04021"
1984,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",358900,"04021"
1984,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",61600,"04001"
1984,5,"COCONINO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",50300,"04005"
1984,15,"MOHAVE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",57100,"04015"
1984,17,"NAVAJO","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",28000,"04017"
1984,17,"NAVAJO","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",25500,"04017"
1984,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",38700,"04017"
1984,17,"NAVAJO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",38700,"04017"
1984,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",28000,NA
1984,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",26000,NA
1984,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",342600,NA
1984,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",299200,NA
1984,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",43400,NA
1984,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",79700,"04025"
1984,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",40500,"04025"
1984,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",40500,"04025"
1984,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",176400,"04003"
1984,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1120000,"04003"
1984,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",176000,"04003"
1984,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",390300,"04009"
1984,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",709500,"04009"
1984,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",224400,"04009"
1984,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",451700,"04009"
1984,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",47500,"04009"
1984,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",404200,"04009"
1984,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",32700,NA
1984,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",78400,NA
1984,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",32200,NA
1984,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",242500,NA
1984,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",64900,NA
1984,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",177600,NA
1984,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1e+05,"04019"
1984,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",66600,"04019"
1984,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",449800,"04019"
1984,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",372400,"04019"
1984,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",77400,"04019"
1984,23,"SANTA CRUZ","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",42200,"04023"
1984,12,"LAPAZ","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",157600,"04012"
1984,12,"LAPAZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",31600,"04012"
1984,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",997400,"04012"
1984,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",271600,"04012"
1984,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",725800,"04012"
1984,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",7200,NA
1984,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",394100,"04027"
1984,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",75000,"04027"
1984,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",148000,"04027"
1984,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2836600,"04027"
1984,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",732600,"04027"
1984,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",2104000,"04027"
1983,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",906500,"04013"
1983,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",118800,"04013"
1983,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",202000,"04013"
1983,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4212200,"04013"
1983,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1823450,"04013"
1983,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",2388750,"04013"
1983,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1104900,"04021"
1983,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",52000,"04021"
1983,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",172000,"04021"
1983,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2316300,"04021"
1983,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1948800,"04021"
1983,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",367500,"04021"
1983,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",59500,"04001"
1983,1,"APACHE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",8500,"04001"
1983,1,"APACHE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",8500,"04001"
1983,5,"COCONINO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",17000,"04005"
1983,5,"COCONINO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",26000,"04005"
1983,5,"COCONINO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",26000,"04005"
1983,15,"MOHAVE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",48000,"04015"
1983,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",264000,"04015"
1983,15,"MOHAVE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",264000,"04015"
1983,17,"NAVAJO","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",28200,"04017"
1983,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",46000,"04017"
1983,17,"NAVAJO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",46000,"04017"
1983,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",20500,NA
1983,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",16800,NA
1983,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",50000,"04025"
1983,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",49500,"04025"
1983,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",49500,"04025"
1983,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",120500,"04003"
1983,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1041900,"04003"
1983,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",141500,"04003"
1983,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",128800,"04003"
1983,3,"COCHISE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",128800,"04003"
1983,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",315800,"04009"
1983,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",555000,"04009"
1983,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",171000,"04009"
1983,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",482350,"04009"
1983,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",43600,"04009"
1983,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",438750,"04009"
1983,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",88800,"04011"
1983,11,"GREENLEE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",20000,"04011"
1983,11,"GREENLEE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",68800,"04011"
1983,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",52600,NA
1983,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",50300,NA
1983,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",30100,NA
1983,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",28200,NA
1983,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",17000,NA
1983,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",11200,NA
1983,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",65900,"04019"
1983,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",60400,"04019"
1983,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",352550,"04019"
1983,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",282150,"04019"
1983,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",70400,"04019"
1983,23,"SANTA CRUZ","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",26000,"04023"
1983,12,"LAPAZ","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",42100,"04012"
1983,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",946900,"04012"
1983,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",161500,"04012"
1983,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",785400,"04012"
1983,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",7100,NA
1983,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",105200,"04027"
1983,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",99400,"04027"
1983,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2143900,"04027"
1983,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",389500,"04027"
1983,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1754400,"04027"
1982,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1405000,"04013"
1982,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",185600,"04013"
1982,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4331900,"04013"
1982,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2684500,"04013"
1982,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1647400,"04013"
1982,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1422000,"04021"
1982,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",175000,"04021"
1982,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3261900,"04021"
1982,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2923200,"04021"
1982,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",338700,"04021"
1982,1,"APACHE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",42500,"04001"
1982,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",57400,"04001"
1982,1,"APACHE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",7100,"04001"
1982,1,"APACHE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",7100,"04001"
1982,5,"COCONINO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",12000,"04005"
1982,5,"COCONINO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",20000,"04005"
1982,5,"COCONINO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",20000,"04005"
1982,15,"MOHAVE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",24000,"04015"
1982,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",302200,"04015"
1982,15,"MOHAVE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",302200,"04015"
1982,17,"NAVAJO","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",19500,"04017"
1982,17,"NAVAJO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",248000,"04017"
1982,17,"NAVAJO","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",23400,"04017"
1982,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",35500,"04017"
1982,17,"NAVAJO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",35500,"04017"
1982,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",20900,NA
1982,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",13000,NA
1982,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",48000,"04025"
1982,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",39200,"04025"
1982,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",39200,"04025"
1982,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",77400,"04003"
1982,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1117700,"04003"
1982,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",205700,"04003"
1982,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",116200,"04003"
1982,3,"COCHISE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",116200,"04003"
1982,7,"GILA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",26100,"04007"
1982,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",300400,"04009"
1982,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",675000,"04009"
1982,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",212800,"04009"
1982,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",388500,"04009"
1982,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",43100,"04009"
1982,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",345400,"04009"
1982,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",75600,"04011"
1982,11,"GREENLEE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",20000,"04011"
1982,11,"GREENLEE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",55600,"04011"
1982,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",74500,NA
1982,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",58800,NA
1982,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",25300,NA
1982,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",27000,NA
1982,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",16700,NA
1982,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",10300,NA
1982,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",63000,"04019"
1982,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",144000,"04019"
1982,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",450600,"04019"
1982,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",394800,"04019"
1982,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",55800,"04019"
1982,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",367200,"04027"
1982,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",142800,"04027"
1982,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3351300,"04027"
1982,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",646500,"04027"
1982,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",2704800,"04027"
1981,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1289300,"04013"
1981,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",67500,"04013"
1981,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",229800,"04013"
1981,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",10892600,"04013"
1981,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",10446100,"04013"
1981,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",446500,"04013"
1981,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1309000,"04021"
1981,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",438700,"04021"
1981,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",6152500,"04021"
1981,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",5500000,"04021"
1981,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",652500,"04021"
1981,1,"APACHE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",13000,"04001"
1981,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",72000,"04001"
1981,5,"COCONINO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",49000,"04005"
1981,5,"COCONINO","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",14200,"04005"
1981,5,"COCONINO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",52000,"04005"
1981,5,"COCONINO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",52000,"04005"
1981,15,"MOHAVE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",42500,"04015"
1981,15,"MOHAVE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",129000,"04015"
1981,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",435000,"04015"
1981,15,"MOHAVE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",4e+05,"04015"
1981,15,"MOHAVE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",35000,"04015"
1981,17,"NAVAJO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",247500,"04017"
1981,17,"NAVAJO","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",31000,"04017"
1981,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",26600,"04017"
1981,17,"NAVAJO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",26600,"04017"
1981,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",19500,NA
1981,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",50000,"04025"
1981,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",24000,"04025"
1981,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",24000,"04025"
1981,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",68000,"04003"
1981,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",2798000,"04003"
1981,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",408000,"04003"
1981,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",239600,"04003"
1981,3,"COCHISE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",92000,"04003"
1981,3,"COCHISE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",147600,"04003"
1981,7,"GILA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",22700,"04007"
1981,7,"GILA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",19800,"04007"
1981,7,"GILA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",19800,"04007"
1981,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2e+05,"04009"
1981,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",6e+05,"04009"
1981,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",258100,"04009"
1981,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",374000,"04009"
1981,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",122000,"04009"
1981,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",252000,"04009"
1981,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",31800,"04011"
1981,11,"GREENLEE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",56000,"04011"
1981,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",82000,"04011"
1981,11,"GREENLEE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",17200,"04011"
1981,11,"GREENLEE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",64800,"04011"
1981,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",31000,NA
1981,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",90000,"04019"
1981,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",189600,"04019"
1981,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",449700,"04019"
1981,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",404100,"04019"
1981,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",45600,"04019"
1981,23,"SANTA CRUZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",43200,"04023"
1981,23,"SANTA CRUZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",20400,"04023"
1981,23,"SANTA CRUZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",20400,"04023"
1981,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",240000,"04027"
1981,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",201600,"04027"
